order_id,order_date,ship_date,dias_envio,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,sales,quantity,discount,profit,margen_utilidad,nivel_descuento,nivel_rentabilidad,venta_no_rentable,anio,mes,trimestre,row_id,country,postal_code,product_id,prediccion_perdida,probabilidad_perdida,nivel_riesgo_comercial
CA-2014-140858,2014-06-28,2014-07-02,4,Standard Class,CA-12775,Cynthia Arntzen,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Leather Executive Chair,1228.465,5,0.3,0.0,0.0,Medio,Perdida,1,2014,6,2,820,United States,19140,FUR-CH-10001394,1,0.9566666666666667,Alto
CA-2016-101791,2016-05-27,2016-05-31,4,Standard Class,BS-11665,Brian Stugart,Consumer,Central,Illinois,Chicago,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.176,3,0.6,-33.3582,-1.325,Alto,Perdida,1,2016,5,2,7605,United States,60623,FUR-FU-10003247,1,0.9566666666666667,Alto
US-2015-165512,2015-05-24,2015-05-26,2,Second Class,VS-21820,Vivek Sundaresam,Consumer,Central,Illinois,Naperville,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.651,7,0.3,-163.5767,-0.2714285714285714,Medio,Perdida,1,2015,5,2,6899,United States,60540,FUR-CH-10002880,1,0.9566666666666667,Alto
CA-2017-118773,2017-02-09,2017-02-14,5,Standard Class,TP-21415,Tom Prescott,Consumer,Central,Texas,Houston,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892,-0.675,Alto,Perdida,1,2017,2,1,3087,United States,77070,FUR-FU-10000550,1,0.9566666666666667,Alto
CA-2016-110772,2016-11-20,2016-11-24,4,Second Class,NZ-18565,Nick Zandusky,Home Office,East,Ohio,Columbus,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,-0.56,Alto,Perdida,1,2016,11,4,293,United States,43229,FUR-BO-10004709,1,0.9533333333333334,Alto
US-2017-110576,2017-11-28,2017-12-02,4,Standard Class,RB-19795,Ross Baird,Home Office,East,Pennsylvania,Philadelphia,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,12,0.4,-619.596,-0.3,Alto,Perdida,1,2017,11,4,950,United States,19120,FUR-TA-10004154,1,0.9533333333333334,Alto
CA-2015-136469,2015-07-11,2015-07-12,1,First Class,TS-21370,Todd Sumrall,Corporate,East,Delaware,Wilmington,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",199.836,4,0.3,-37.1124,-0.1857142857142857,Medio,Perdida,1,2015,7,3,5039,United States,19805,FUR-TA-10001520,1,0.9533333333333334,Alto
CA-2014-129189,2014-07-21,2014-07-25,4,Standard Class,HM-14860,Harry Marie,Corporate,Central,Texas,Dallas,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99,-0.1428571428571428,Medio,Perdida,1,2014,7,3,8024,United States,75217,FUR-CH-10004997,1,0.9533333333333334,Alto
US-2015-140200,2015-07-26,2015-07-28,2,First Class,CA-12775,Cynthia Arntzen,Consumer,West,Arizona,Mesa,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,-0.5199999999999999,Alto,Perdida,1,2015,7,3,947,United States,85204,FUR-TA-10002356,1,0.9533333333333334,Alto
CA-2014-145800,2014-05-30,2014-06-05,6,Standard Class,SS-20410,Shahid Shariari,Consumer,Central,Illinois,Buffalo Grove,Furniture,Tables,Chromcraft Rectangular Conference Tables,355.455,3,0.5,-184.8366,-0.52,Alto,Perdida,1,2014,5,2,5751,United States,60089,FUR-TA-10001539,1,0.9533333333333334,Alto
CA-2017-151750,2017-01-01,2017-01-05,4,Standard Class,JM-15250,Janet Martin,Consumer,Central,Texas,Huntsville,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",141.42,5,0.6,-187.3815,-1.325,Alto,Perdida,1,2017,1,1,8071,United States,77340,FUR-FU-10002116,1,0.9533333333333334,Alto
US-2016-141544,2016-08-30,2016-09-01,2,First Class,PO-18850,Patrick O'Brill,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016,-0.3285714285714285,Medio,Perdida,1,2016,8,3,329,United States,19143,FUR-CH-10003312,1,0.9533333333333334,Alto
US-2017-137491,2017-11-19,2017-11-25,6,Standard Class,LC-16930,Linda Cazamias,Corporate,Central,Texas,San Angelo,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",305.312,2,0.3,-8.7232,-0.0285714285714285,Medio,Perdida,1,2017,11,4,2172,United States,76903,FUR-CH-10004675,1,0.9533333333333334,Alto
CA-2014-103849,2014-05-11,2014-05-16,5,Standard Class,PG-18895,Paul Gonzalez,Consumer,Central,Texas,Fort Worth,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928,-1.275,Alto,Perdida,1,2014,5,2,546,United States,76106,FUR-FU-10000723,1,0.9533333333333334,Alto
US-2015-100531,2015-09-27,2015-09-29,2,First Class,NM-18520,Neoma Murray,Consumer,Central,Illinois,Chicago,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512,-0.525,Alto,Perdida,1,2015,9,3,3437,United States,60610,FUR-FU-10003849,1,0.9533333333333334,Alto
US-2016-127334,2016-12-15,2016-12-21,6,Standard Class,MP-18175,Mike Pelletier,Home Office,West,Oregon,Springfield,Furniture,Tables,Bretford Rectangular Conference Table Tops,564.195,3,0.5,-304.6653,-0.5399999999999999,Alto,Perdida,1,2016,12,4,6647,United States,97477,FUR-TA-10003473,1,0.9533333333333334,Alto
CA-2014-159835,2014-11-17,2014-11-24,7,Standard Class,RB-19330,Randy Bradley,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,0.3,-93.99,-0.1428571428571428,Medio,Perdida,1,2014,11,4,3603,United States,19143,FUR-CH-10004997,1,0.9533333333333334,Alto
US-2016-162852,2016-12-27,2016-12-31,4,Standard Class,BG-11695,Brooke Gillingham,Corporate,Central,Illinois,Woodstock,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,8,0.3,-12.0784,-0.0142857142857142,Medio,Perdida,1,2016,12,4,2845,United States,60098,FUR-CH-10004853,1,0.9533333333333334,Alto
US-2017-100930,2017-04-07,2017-04-12,5,Standard Class,CS-12400,Christopher Schild,Home Office,South,Florida,Tampa,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,-102.048,-0.4363636363636363,Alto,Perdida,1,2017,4,2,232,United States,33614,FUR-TA-10001705,1,0.9533333333333334,Alto
CA-2014-127446,2014-11-25,2014-11-30,5,Standard Class,MC-17590,Matt Collister,Corporate,Central,Texas,Arlington,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,-121.8735,-0.1,Medio,Perdida,1,2014,11,4,2610,United States,76017,FUR-TA-10000577,1,0.9533333333333334,Alto
CA-2014-169775,2014-08-29,2014-09-02,4,Second Class,RA-19945,Ryan Akin,Consumer,South,Florida,Miami,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,-0.6363636363636364,Alto,Perdida,1,2014,8,3,1900,United States,33178,FUR-TA-10001857,1,0.9533333333333334,Alto
CA-2017-111717,2017-10-10,2017-10-16,6,Standard Class,SW-20245,Scot Wooten,Consumer,Central,Illinois,Aurora,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,3,0.3,-47.8716,-0.2,Medio,Perdida,1,2017,10,4,8944,United States,60505,FUR-CH-10001545,1,0.9533333333333334,Alto
CA-2014-114181,2014-05-10,2014-05-14,4,Second Class,AF-10885,Art Foster,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,0.5,-216.9783,-0.62,Alto,Perdida,1,2014,5,2,7555,United States,19134,FUR-BO-10004467,1,0.95,Alto
CA-2015-133445,2015-10-05,2015-10-09,4,Standard Class,JF-15490,Jeremy Farry,Consumer,West,Oregon,Portland,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.294,1,0.7,-103.8606,-1.5666666666666669,Alto,Perdida,1,2015,10,4,6226,United States,97206,FUR-BO-10003660,1,0.95,Alto
CA-2017-139773,2017-12-04,2017-12-04,0,Same Day,DV-13045,Darrin Van Huff,Corporate,East,Pennsylvania,Philadelphia,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7,0.3,-2.6936,-0.0142857142857142,Medio,Perdida,1,2017,12,4,2977,United States,19143,FUR-CH-10001797,1,0.95,Alto
CA-2014-165764,2014-11-03,2014-11-07,4,Standard Class,SH-20395,Shahid Hopkins,Consumer,South,North Carolina,Jacksonville,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,0.4,-299.2614,-0.3166666666666666,Alto,Perdida,1,2014,11,4,6431,United States,28540,FUR-TA-10001768,1,0.95,Alto
US-2016-120929,2016-03-18,2016-03-21,3,Second Class,RO-19780,Rose O'Brian,Consumer,South,Tennessee,Memphis,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941,-0.5,Alto,Perdida,1,2016,3,1,495,United States,38109,FUR-TA-10001857,1,0.95,Alto
CA-2017-143378,2017-09-19,2017-09-25,6,Standard Class,JR-16210,Justin Ritter,Corporate,West,Oregon,Springfield,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,72.588,2,0.7,-128.2388,-1.7666666666666668,Alto,Perdida,1,2017,9,3,6122,United States,97477,FUR-BO-10001972,1,0.95,Alto
CA-2016-168956,2016-02-16,2016-02-20,4,Standard Class,EA-14035,Erin Ashbrook,Corporate,Central,Illinois,Chicago,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,0.3,-2.6982,-0.0428571428571428,Medio,Perdida,1,2016,2,1,1823,United States,60623,FUR-CH-10004754,1,0.95,Alto
CA-2016-124506,2016-11-11,2016-11-17,6,Standard Class,BB-11545,Brenda Bowman,Corporate,Central,Illinois,Chicago,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568,-0.0428571428571428,Medio,Perdida,1,2016,11,4,2515,United States,60623,FUR-CH-10004540,1,0.95,Alto
US-2017-132059,2017-09-23,2017-09-29,6,Standard Class,AP-10915,Arthur Prichep,Consumer,West,Colorado,Fort Collins,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784,-1.3333333333333333,Alto,Perdida,1,2017,9,3,3176,United States,80525,FUR-BO-10001811,1,0.95,Alto
CA-2014-152100,2014-05-11,2014-05-16,5,Standard Class,VW-21775,Victoria Wilson,Corporate,Central,Texas,Huntsville,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,8,0.3,-69.312,-0.0571428571428571,Medio,Perdida,1,2014,5,2,9429,United States,77340,FUR-CH-10000015,1,0.95,Alto
US-2016-122245,2016-09-25,2016-09-30,5,Standard Class,AB-10105,Adrian Barton,Consumer,West,Arizona,Phoenix,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,-0.5199999999999999,Alto,Perdida,1,2016,9,3,1410,United States,85023,FUR-TA-10002356,1,0.9466666666666667,Alto
CA-2017-132290,2017-03-10,2017-03-14,4,Standard Class,MD-17350,Maribeth Dona,Consumer,Central,Texas,Dallas,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",933.408,4,0.3,-173.3472,-0.1857142857142857,Medio,Perdida,1,2017,3,1,8413,United States,75217,FUR-TA-10002228,1,0.9466666666666667,Alto
CA-2017-117667,2017-12-04,2017-12-09,5,Standard Class,MS-17980,Michael Stewart,Corporate,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.284,-0.0428571428571428,Medio,Perdida,1,2017,12,4,5518,United States,19134,FUR-CH-10004540,1,0.9466666666666667,Alto
CA-2017-147760,2017-11-04,2017-11-05,1,First Class,KL-16555,Kelly Lampkin,Corporate,South,North Carolina,Greensboro,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,-0.3666666666666666,Alto,Perdida,1,2017,11,4,3799,United States,27405,FUR-TA-10004575,1,0.9466666666666667,Alto
CA-2016-118073,2016-08-12,2016-08-16,4,Standard Class,CS-12490,Cindy Schnelling,Corporate,South,Florida,Lakeland,Furniture,Tables,BPI Conference Tables,562.2925,7,0.45,-255.5875,-0.4545454545454545,Alto,Perdida,1,2016,8,3,8137,United States,33801,FUR-TA-10002533,1,0.9466666666666667,Alto
CA-2016-162236,2016-11-04,2016-11-06,2,Second Class,ER-13855,Elpida Rittenbach,Corporate,South,North Carolina,Charlotte,Furniture,Tables,BPI Conference Tables,876.3,10,0.4,-292.1,-0.3333333333333333,Alto,Perdida,1,2016,11,4,7784,United States,28205,FUR-TA-10002533,1,0.9466666666666667,Alto
CA-2017-162565,2017-12-11,2017-12-11,0,Same Day,RR-19315,Ralph Ritter,Consumer,Central,Illinois,Aurora,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,2,0.3,-14.8704,-0.0285714285714285,Medio,Perdida,1,2017,12,4,4360,United States,60505,FUR-CH-10003973,1,0.9466666666666667,Alto
CA-2015-130183,2015-11-13,2015-11-17,4,Standard Class,PO-18850,Patrick O'Brill,Consumer,Central,Texas,Houston,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",613.9992,3,0.32,-18.0588,-0.0294117647058823,Alto,Perdida,1,2015,11,4,9692,United States,77041,FUR-BO-10001811,1,0.9466666666666667,Alto
US-2015-101399,2015-01-17,2015-01-24,7,Standard Class,JS-15940,Joni Sundaresam,Home Office,Central,Illinois,Park Ridge,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614,-1.225,Alto,Perdida,1,2015,1,1,468,United States,60068,FUR-FU-10002918,1,0.9466666666666667,Alto
CA-2014-145387,2014-10-31,2014-11-02,2,Second Class,AM-10705,Anne McFarland,Consumer,East,Rhode Island,Cranston,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",385.686,1,0.3,-60.6078,-0.1571428571428571,Medio,Perdida,1,2014,10,4,4210,United States,2920,FUR-TA-10003238,1,0.9466666666666667,Alto
CA-2016-164770,2016-12-02,2016-12-04,2,Second Class,MY-18295,Muhammed Yedwab,Corporate,Central,Texas,Houston,Furniture,Bookcases,Sauder Camden County Collection Library,781.864,10,0.32,-137.976,-0.1764705882352941,Alto,Perdida,1,2016,12,4,9485,United States,77036,FUR-BO-10003893,1,0.9466666666666667,Alto
CA-2016-144645,2016-02-02,2016-02-08,6,Standard Class,NS-18640,Noel Staavos,Corporate,Central,Texas,Houston,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732,-1.05,Alto,Perdida,1,2016,2,1,8513,United States,77041,FUR-FU-10003601,1,0.9466666666666667,Alto
CA-2014-169684,2014-10-20,2014-10-23,3,First Class,FH-14365,Fred Hopkins,Corporate,South,Tennessee,Knoxville,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655,-0.45,Alto,Perdida,1,2014,10,4,6537,United States,37918,FUR-TA-10003008,1,0.9433333333333334,Alto
CA-2014-146283,2014-09-08,2014-09-15,7,Standard Class,KT-16465,Kean Takahito,Consumer,Central,Texas,Houston,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81,-0.0142857142857142,Medio,Perdida,1,2014,9,3,5291,United States,77036,FUR-CH-10004287,1,0.9433333333333334,Alto
US-2017-160759,2017-12-11,2017-12-17,6,Standard Class,AI-10855,Arianne Irving,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098,-0.1428571428571428,Medio,Perdida,1,2017,12,4,1516,United States,19120,FUR-CH-10002961,1,0.9433333333333334,Alto
CA-2016-157749,2016-06-04,2016-06-09,5,Second Class,KL-16645,Ken Lonsdale,Consumer,Central,Illinois,Chicago,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,-356.728,-0.85,Alto,Perdida,1,2016,6,2,239,United States,60610,FUR-FU-10000576,1,0.9433333333333334,Alto
CA-2016-157707,2016-10-10,2016-10-12,2,First Class,CC-12610,Corey Catlett,Corporate,West,Colorado,Denver,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3,0.7,-190.8522,-2.1,Alto,Perdida,1,2016,10,4,7968,United States,80219,FUR-BO-10001567,1,0.9433333333333334,Alto
CA-2017-163006,2017-06-30,2017-07-04,4,Second Class,GH-14410,Gary Hansen,Home Office,Central,Illinois,Chicago,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,569.058,3,0.3,-178.8468,-0.3142857142857143,Medio,Perdida,1,2017,6,2,5158,United States,60653,FUR-CH-10000229,1,0.9433333333333334,Alto
CA-2017-116946,2017-12-19,2017-12-23,4,Standard Class,TS-21505,Tony Sayre,Consumer,West,Colorado,Parker,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.018,7,0.7,-183.6324,-1.7999999999999998,Alto,Perdida,1,2017,12,4,5474,United States,80134,FUR-BO-10000468,1,0.9433333333333334,Alto
US-2015-165743,2015-11-20,2015-11-23,3,Second Class,MM-18055,Michelle Moray,Consumer,West,Colorado,Aurora,Furniture,Bookcases,Sauder Barrister Bookcases,145.764,6,0.7,-247.7988,-1.7,Alto,Perdida,1,2015,11,4,7995,United States,80013,FUR-BO-10002268,1,0.9433333333333334,Alto
CA-2015-125185,2015-03-05,2015-03-07,2,Second Class,AH-10195,Alan Haines,Corporate,East,Pennsylvania,Bethlehem,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2,0.3,-7.098,-0.0714285714285714,Medio,Perdida,1,2015,3,1,5255,United States,18018,FUR-CH-10002647,1,0.9433333333333334,Alto
CA-2014-168312,2014-03-01,2014-03-07,6,Standard Class,GW-14605,Giulietta Weimer,Consumer,Central,Texas,Houston,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,0.3,-43.0296,-0.1142857142857142,Medio,Perdida,1,2014,3,1,8311,United States,77036,FUR-TA-10001866,1,0.9433333333333334,Alto
US-2016-133879,2016-03-21,2016-03-28,7,Standard Class,KT-16465,Kean Takahito,Consumer,Central,Illinois,Chicago,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0,0.0,Medio,Perdida,1,2016,3,1,3173,United States,60623,FUR-CH-10000665,1,0.9433333333333334,Alto
CA-2015-141243,2015-01-03,2015-01-08,5,Second Class,AH-10465,Amy Hunt,Consumer,Central,Texas,Dallas,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,9,0.32,-437.5404,-0.3235294117647058,Alto,Perdida,1,2015,1,1,5056,United States,75217,FUR-BO-10003272,1,0.9433333333333334,Alto
CA-2016-115574,2016-12-23,2016-12-24,1,First Class,BP-11185,Ben Peterman,Corporate,Central,Illinois,Chicago,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,0.3,-14.1372,-0.0999999999999999,Medio,Perdida,1,2016,12,4,2306,United States,60623,FUR-BO-10003441,1,0.9433333333333334,Alto
CA-2017-140326,2017-09-04,2017-09-06,2,First Class,HW-14935,Helen Wasserman,Corporate,Central,Illinois,Chicago,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,9,0.3,-117.882,-0.1428571428571428,Medio,Perdida,1,2017,9,3,3513,United States,60653,FUR-BO-10000112,1,0.94,Alto
CA-2014-151946,2014-06-04,2014-06-09,5,Standard Class,BT-11440,Bobby Trafton,Consumer,East,New York,New York City,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2,0.2,-44.196,-0.125,Medio,Perdida,1,2014,6,2,8610,United States,10035,FUR-BO-10003272,1,0.94,Alto
CA-2015-153073,2015-11-13,2015-11-13,0,Same Day,HA-14905,Helen Abelman,Consumer,Central,Illinois,Chicago,Furniture,Furnishings,"Eldon Imge Series Desk Accessories, Clear",17.496,9,0.6,-7.4358,-0.425,Alto,Perdida,1,2015,11,4,5113,United States,60610,FUR-FU-10001025,1,0.94,Alto
CA-2016-155747,2016-06-14,2016-06-21,7,Standard Class,JS-15685,Jim Sink,Corporate,East,Pennsylvania,Philadelphia,Furniture,Tables,Global Adaptabilities Conference Tables,337.176,2,0.4,-118.0116,-0.35,Alto,Perdida,1,2016,6,2,7880,United States,19140,FUR-TA-10003392,1,0.94,Alto
CA-2016-105459,2016-08-12,2016-08-17,5,Second Class,NP-18700,Nora Preis,Consumer,East,New York,New York City,Furniture,Tables,Chromcraft Round Conference Tables,209.148,2,0.4,-66.2302,-0.3166666666666666,Alto,Perdida,1,2016,8,3,9403,United States,10024,FUR-TA-10001095,1,0.94,Alto
CA-2017-153045,2017-01-19,2017-01-24,5,Second Class,NS-18505,Neola Schneider,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,3,0.3,-63.3765,-0.0714285714285714,Medio,Perdida,1,2017,1,1,9118,United States,19140,FUR-CH-10000309,1,0.94,Alto
CA-2015-105599,2015-09-07,2015-09-07,0,Same Day,MC-17275,Marc Crier,Consumer,East,New York,New York City,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,0.4,-14.1639,-0.5166666666666666,Alto,Perdida,1,2015,9,3,4109,United States,10011,FUR-TA-10003837,1,0.94,Alto
CA-2015-139731,2015-10-15,2015-10-15,0,Same Day,JE-15745,Joel Eaton,Consumer,Central,Texas,Amarillo,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,-0.1428571428571428,Medio,Perdida,1,2015,10,4,1439,United States,79109,FUR-CH-10002024,1,0.94,Alto
CA-2014-143903,2014-07-20,2014-07-24,4,Standard Class,KM-16375,Katherine Murray,Home Office,Central,Texas,Dallas,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229,-0.85,Alto,Perdida,1,2014,7,3,3077,United States,75217,FUR-FU-10003724,1,0.9366666666666666,Alto
CA-2015-112767,2015-08-02,2015-08-06,4,Standard Class,DK-12985,Darren Koutras,Consumer,West,Oregon,Springfield,Furniture,Tables,Balt Split Level Computer Training Table,277.5,4,0.5,-188.7,-0.6799999999999999,Alto,Perdida,1,2015,8,3,8180,United States,97477,FUR-TA-10003469,1,0.9366666666666666,Alto
US-2017-167570,2017-12-08,2017-12-15,7,Standard Class,EG-13900,Emily Grady,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Global Deluxe Steno Chair,215.544,4,0.3,-58.5048,-0.2714285714285714,Medio,Perdida,1,2017,12,4,8109,United States,19140,FUR-CH-10003396,1,0.9366666666666666,Alto
CA-2016-109869,2016-04-22,2016-04-29,7,Standard Class,TN-21040,Tanja Norvell,Home Office,West,Arizona,Phoenix,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832,-0.6399999999999999,Alto,Perdida,1,2016,4,2,464,United States,85023,FUR-TA-10001889,1,0.9366666666666666,Alto
CA-2017-163860,2017-12-28,2018-01-01,4,Standard Class,LO-17170,Lori Olson,Corporate,Central,Illinois,Peoria,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",113.372,2,0.3,-3.2392,-0.0285714285714285,Medio,Perdida,1,2017,12,4,6821,United States,61604,FUR-CH-10004698,1,0.9366666666666666,Alto
US-2014-161613,2014-12-01,2014-12-03,2,Second Class,MC-17605,Matt Connell,Corporate,Central,Texas,Houston,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3,0.3,-19.2588,-0.0285714285714285,Medio,Perdida,1,2014,12,4,4905,United States,77070,FUR-CH-10003746,1,0.9366666666666666,Alto
CA-2016-108987,2016-09-08,2016-09-10,2,Second Class,AG-10675,Anna Gayman,Consumer,Central,Texas,Houston,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,-0.1323529411764706,Alto,Perdida,1,2016,9,3,400,United States,77036,FUR-BO-10004834,1,0.9366666666666666,Alto
US-2017-162558,2017-10-02,2017-10-05,3,First Class,Dp-13240,Dean percer,Home Office,South,Tennessee,Knoxville,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,-0.4333333333333333,Alto,Perdida,1,2017,10,4,5321,United States,37918,FUR-TA-10000198,1,0.9366666666666666,Alto
CA-2016-130911,2016-03-24,2016-03-26,2,Second Class,DC-12850,Dan Campbell,Consumer,East,Ohio,Cleveland,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,301.47,3,0.5,-241.176,-0.7999999999999999,Alto,Perdida,1,2016,3,1,9130,United States,44105,FUR-BO-10004357,1,0.9366666666666666,Alto
CA-2014-146591,2014-01-19,2014-01-20,1,First Class,TS-21340,Toby Swindell,Consumer,West,Arizona,Scottsdale,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.597,-1.7666666666666666,Alto,Perdida,1,2014,1,1,5466,United States,85254,FUR-BO-10001972,1,0.9366666666666666,Alto
CA-2017-102337,2017-06-13,2017-06-16,3,First Class,SD-20485,Shirley Daniels,Home Office,Central,Illinois,Chicago,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418,-0.1857142857142857,Medio,Perdida,1,2017,6,2,1447,United States,60653,FUR-CH-10004289,1,0.9333333333333333,Alto
CA-2017-121293,2017-07-25,2017-07-28,3,Second Class,JC-15775,John Castell,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",138.588,1,0.4,-34.647,-0.25,Alto,Perdida,1,2017,7,3,6785,United States,19143,FUR-TA-10001771,1,0.9333333333333333,Alto
CA-2014-166716,2014-08-20,2014-08-25,5,Second Class,CR-12730,Craig Reiter,Consumer,Central,Illinois,Chicago,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,0.3,-6.0196,-0.0142857142857142,Medio,Perdida,1,2014,8,3,5800,United States,60610,FUR-CH-10004495,1,0.9333333333333333,Alto
CA-2017-144491,2017-03-27,2017-04-01,5,Standard Class,CJ-12010,Caroline Jumper,Consumer,Central,Texas,Houston,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1023.332,5,0.32,-30.098,-0.0294117647058823,Alto,Perdida,1,2017,3,1,9788,United States,77070,FUR-BO-10001811,1,0.9333333333333333,Alto
CA-2016-133697,2016-10-20,2016-10-24,4,Second Class,CM-12445,Chuck Magee,Consumer,Central,Texas,Houston,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,56.686,1,0.3,-14.5764,-0.2571428571428571,Medio,Perdida,1,2016,10,4,6208,United States,77095,FUR-CH-10002372,1,0.9333333333333333,Alto
